ID_Transaction,Status Order
TX-000222,Pending
TX-000223,Completed
TX-000224,Completed
TX-000225,Completed
TX-000226,Pending
TX-000227,Pending
TX-000228,Pending
TX-000229,Pending
TX-000230,Completed
TX-000231,Completed
TX-000232,Pending
TX-000233,Completed
TX-000234,Completed
TX-000235,Completed
TX-000236,Completed
TX-000237,Completed
TX-000238,Completed
TX-000239,Pending
TX-000240,Completed
TX-000241,Completed
TX-000242,Completed
TX-000243,Completed
TX-000244,Completed
TX-000245,Completed
TX-000246,Completed
TX-000247,Completed
TX-000248,Completed
TX-000249,Completed
TX-000250,Completed
TX-000251,Canceled
TX-000252,Return
TX-000253,Completed
TX-000254,Canceled
TX-000255,Completed
TX-000256,Completed
TX-000257,Completed
TX-000258,Pending
TX-000259,Canceled
TX-000260,Pending
TX-000261,Completed
TX-000262,Canceled
TX-000263,Canceled
TX-000264,Completed
TX-000265,Completed
TX-000266,Completed
TX-000267,Completed
TX-000268,Canceled
TX-000269,Completed
TX-000270,Completed
TX-000271,Completed
TX-000272,Completed
TX-000273,Completed
TX-000274,Completed
TX-000275,Pending
TX-000276,Completed
TX-000277,Canceled
TX-000278,Completed
TX-000279,Completed
TX-000280,Completed
TX-000281,Canceled
TX-000282,Completed
TX-000283,Canceled
TX-000284,Completed
TX-000285,Completed
TX-000286,Completed
TX-000287,Canceled
TX-000288,Canceled
TX-000289,Return
TX-000290,Completed
TX-000291,Canceled
TX-000292,Canceled
TX-000293,Return
TX-000294,Completed
TX-000295,Pending
TX-000296,Completed
TX-000297,Completed
TX-000298,Completed
TX-000299,Completed
TX-000300,Pending
TX-000301,Completed
TX-000302,Completed
TX-000303,Pending
TX-000304,Completed
TX-000305,Return
TX-000306,Return
TX-000307,Completed
TX-000308,Completed
TX-000309,Return
TX-000310,Completed
TX-000311,Completed
TX-000312,Pending
TX-000313,Completed
TX-000314,Completed
TX-000315,Completed
TX-000316,Completed
TX-000317,Canceled
TX-000318,Completed
TX-000319,Completed
TX-000320,Completed
TX-000321,Completed
TX-000322,Pending
TX-000323,Pending
TX-000324,Return
TX-000325,Pending
TX-000326,Completed
TX-000327,Completed
TX-000328,Completed
TX-000329,Completed
TX-000330,Completed
TX-000331,Pending
TX-000332,Return
TX-000333,Return
TX-000334,Canceled
TX-000335,Completed
TX-000336,Completed
TX-000337,Completed
TX-000338,Completed
TX-000339,Completed
TX-000340,Completed
TX-000341,Completed
TX-000342,Completed
TX-000343,Completed
TX-000344,Completed
TX-000345,Pending
TX-000346,Pending
TX-000347,Completed
TX-000348,Pending
TX-000349,Pending
TX-000350,Completed
TX-000351,Canceled
TX-000352,Completed
TX-000353,Completed
TX-000354,Completed
TX-000355,Completed
TX-000356,Pending
TX-000357,Completed
TX-000358,Completed
TX-000359,Completed
TX-000360,Completed
TX-000361,Completed
TX-000362,Completed
TX-000363,Completed
TX-000364,Pending
TX-000365,Completed
TX-000366,Completed
TX-000367,Completed
TX-000368,Completed
TX-000369,Completed
TX-000370,Completed
TX-000371,Completed
TX-000372,Completed
TX-000373,Completed
TX-000374,Completed
TX-000375,Completed
TX-000376,Completed
TX-000377,Canceled
TX-000378,Completed
TX-000379,Completed
TX-000380,Completed
TX-000381,Completed
TX-000382,Completed
TX-000383,Completed
TX-000384,Completed
TX-000385,Completed
TX-000386,Completed
TX-000387,Completed
TX-000388,Completed
TX-000389,Completed
TX-000390,Completed
TX-000391,Completed
TX-000392,Pending
TX-000393,Completed
TX-000394,Pending
TX-000395,Canceled
TX-000396,Completed
TX-000397,Completed
TX-000398,Completed
TX-000399,Canceled
TX-000400,Completed
TX-000401,Completed
TX-000402,Completed
TX-000403,Pending
TX-000404,Completed
TX-000405,Completed
TX-000406,Completed
TX-000407,Completed
TX-000408,Completed
TX-000409,Completed
TX-000410,Completed
TX-000411,Completed
TX-000412,Canceled
TX-000413,Completed
TX-000414,Completed
TX-000415,Completed
TX-000416,Completed
TX-000417,Completed
TX-000418,Completed
TX-000419,Completed
TX-000420,Completed
TX-000421,Completed
TX-000422,Completed
TX-000423,Completed
TX-000424,Completed
TX-000425,Completed
TX-000426,Completed
TX-000427,Completed
TX-000428,Completed
TX-000429,Completed
TX-000430,Completed
TX-000431,Completed
TX-000432,Completed
TX-000433,Completed
TX-000434,Completed
TX-000435,Completed
TX-000436,Completed
TX-000437,Completed
TX-000438,Completed
TX-000439,Completed
TX-000440,Pending
TX-000441,Completed
TX-000442,Pending
TX-000443,Completed
TX-000444,Completed
TX-000445,Completed
TX-000446,Completed
TX-000447,Completed
TX-000448,Completed
TX-000449,Completed
TX-000450,Completed
TX-000451,Completed
TX-000452,Completed
TX-000453,Completed
TX-000454,Completed
TX-000455,Completed
TX-000456,Pending
TX-000457,Return
TX-000458,Completed
TX-000459,Completed
TX-000460,Pending
TX-000461,Completed
TX-000462,Return
TX-000463,Completed
TX-000464,Completed
TX-000465,Completed
TX-000466,Completed
TX-000467,Return
TX-000468,Completed
TX-000469,Completed
TX-000470,Canceled
TX-000471,Completed
TX-000472,Completed
TX-000473,Pending
TX-000474,Completed
TX-000475,Pending
TX-000476,Canceled
TX-000477,Completed
TX-000478,Canceled
TX-000479,Pending
TX-000480,Completed
TX-000481,Completed
TX-000482,Completed
TX-000483,Completed
TX-000484,Completed
TX-000485,Pending
TX-000486,Completed
TX-000487,Canceled
TX-000488,Pending
TX-000489,Canceled
TX-000490,Completed
TX-000491,Canceled
TX-000492,Completed
TX-000493,Completed
TX-000494,Completed
TX-000495,Pending
TX-000496,Pending
TX-000497,Pending
TX-000498,Completed
TX-000499,Return
TX-000500,Pending
TX-000501,Pending
TX-000502,Completed
TX-000503,Completed
TX-000504,Completed
TX-000505,Pending
TX-000506,Canceled
TX-000507,Pending
TX-000508,Pending
TX-000509,Pending
TX-000510,Completed
TX-000511,Pending
TX-000512,Pending
TX-000513,Completed
TX-000514,Pending
TX-000515,Completed
TX-000516,Pending
TX-000517,Pending
TX-000518,Completed
TX-000519,Return
TX-000520,Canceled
TX-000521,Completed
TX-000522,Pending
TX-000523,Completed
TX-000524,Completed
TX-000525,Completed
TX-000526,Pending
TX-000527,Completed
TX-000528,Completed
TX-000529,Pending
TX-000530,Completed
TX-000531,Completed
TX-000532,Pending
TX-000533,Pending
TX-000534,Completed
TX-000535,Completed
TX-000536,Pending
TX-000537,Pending
TX-000538,Completed
TX-000539,Completed
TX-000540,Canceled
TX-000541,Completed
TX-000542,Completed
TX-000543,Completed
TX-000544,Completed
TX-000545,Canceled
TX-000546,Completed
TX-000547,Completed
TX-000548,Completed
TX-000549,Completed
TX-000550,Canceled
TX-000551,Canceled
TX-000552,Pending
TX-000553,Completed
TX-000554,Completed
TX-000555,Completed
TX-000556,Completed
TX-000557,Pending
TX-000558,Pending
TX-000559,Completed
TX-000560,Completed
TX-000561,Completed
TX-000562,Completed
TX-000563,Completed
TX-000564,Pending
TX-000565,Completed
TX-000566,Completed
TX-000567,Pending
TX-000568,Completed
TX-000569,Canceled
TX-000570,Completed
TX-000571,Completed
TX-000572,Completed
TX-000573,Completed
TX-000574,Completed
TX-000575,Return
TX-000576,Completed
TX-000577,Completed
TX-000578,Canceled
TX-000579,Completed
TX-000580,Pending
TX-000581,Completed
TX-000582,Completed
TX-000583,Completed
TX-000584,Completed
TX-000585,Completed
TX-000586,Completed
TX-000587,Pending
TX-000588,Completed
TX-000589,Pending
TX-000590,Completed
TX-000591,Completed
TX-000592,Completed
TX-000593,Completed
TX-000594,Completed
TX-000595,Completed
TX-000596,Completed
TX-000597,Completed
TX-000598,Canceled
TX-000599,Completed
TX-000600,Completed
TX-000601,Completed
TX-000602,Completed
TX-000603,Completed
TX-000604,Completed
TX-000605,Completed
TX-000606,Completed
TX-000607,Completed
TX-000608,Completed
TX-000609,Completed
TX-000610,Completed
TX-000611,Completed
TX-000612,Completed
TX-000613,Completed
TX-000614,Completed
TX-000615,Completed
TX-000616,Completed
TX-000617,Completed
TX-000618,Canceled
TX-000619,Completed
TX-000620,Completed
TX-000621,Completed
TX-000622,Completed
TX-000623,Completed
TX-000624,Completed
TX-000625,Completed
TX-000626,Completed
TX-000627,Completed
TX-000628,Completed
TX-000629,Completed
TX-000630,Completed
TX-000631,Completed
TX-000632,Completed
TX-000633,Completed
TX-000634,Completed
TX-000635,Completed
TX-000636,Pending
TX-000637,Completed
TX-000638,Completed
TX-000639,Completed
TX-000640,Completed
TX-000641,Completed
TX-000642,Canceled
TX-000643,Pending
TX-000644,Pending
TX-000645,Completed
TX-000646,Completed
TX-000647,Canceled
TX-000648,Completed
TX-000649,Completed
TX-000650,Completed
TX-000651,Completed
TX-000652,Completed
TX-000653,Completed
TX-000654,Canceled
TX-000655,Completed
TX-000656,Completed
TX-000657,Completed
TX-000658,Completed
TX-000659,Completed
TX-000660,Completed
TX-000661,Completed
TX-000662,Return
TX-000663,Return
TX-000664,Completed
TX-000665,Pending
TX-000666,Completed
TX-000667,Pending
TX-000668,Pending
TX-000669,Pending
TX-000670,Completed
TX-000671,Completed
TX-000672,Completed
TX-000673,Canceled
TX-000674,Pending
TX-000675,Completed
TX-000676,Canceled
TX-000677,Canceled
TX-000678,Completed
TX-000679,Canceled
TX-000680,Completed
TX-000681,Completed
TX-000682,Pending
TX-000683,Completed
TX-000684,Completed
TX-000685,Pending
TX-000686,Completed
TX-000687,Completed
TX-000688,Completed
TX-000689,Completed
TX-000690,Completed
TX-000691,Completed
TX-000692,Pending
TX-000693,Completed
TX-000694,Completed
TX-000695,Completed
TX-000696,Pending
TX-000697,Completed
TX-000698,Completed
TX-000699,Completed
TX-000700,Completed
TX-000701,Completed
TX-000702,Completed
TX-000703,Completed
TX-000704,Completed
TX-000705,Completed
TX-000706,Completed
TX-000707,Completed
TX-000708,Completed
TX-000709,Completed
TX-000710,Completed
TX-000711,Completed
TX-000712,Completed
TX-000713,Completed
TX-000714,Completed
TX-000715,Completed
TX-000716,Canceled
TX-000717,Completed
TX-000718,Completed
TX-000719,Pending
TX-000720,Canceled
TX-000721,Completed
TX-000722,Canceled
TX-000723,Pending
TX-000724,Completed
TX-000725,Canceled
TX-000726,Canceled
TX-000727,Completed
TX-000728,Completed
TX-000729,Completed
TX-000730,Completed
TX-000731,Completed
TX-000732,Return
TX-000733,Canceled
TX-000734,Completed
TX-000735,Completed
TX-000736,Pending
TX-000737,Completed
TX-000738,Pending
TX-000739,Pending
TX-000740,Completed
TX-000741,Pending
TX-000742,Pending
TX-000743,Pending
TX-000744,Completed
TX-000745,Pending
TX-000746,Pending
TX-000747,Pending
TX-000748,Canceled
TX-000749,Completed
TX-000750,Completed
TX-000751,Completed
TX-000752,Pending
TX-000753,Completed
TX-000754,Completed
TX-000755,Completed
TX-000756,Completed
TX-000757,Return
TX-000758,Return
TX-000759,Completed
TX-000760,Completed
TX-000761,Completed
TX-000762,Completed
TX-000763,Completed
TX-000764,Completed
TX-000765,Pending
TX-000766,Completed
TX-000767,Completed
TX-000768,Pending
TX-000769,Pending
TX-000770,Completed
TX-000771,Pending
TX-000772,Completed
TX-000773,Completed
TX-000774,Completed
TX-000775,Completed
TX-000776,Completed
TX-000777,Completed
TX-000778,Completed
TX-000779,Completed
TX-000780,Completed
TX-000781,Completed
TX-000782,Completed
TX-000783,Completed
TX-000784,Completed
TX-000785,Completed
TX-000786,Completed
TX-000787,Completed
TX-000788,Completed
TX-000789,Completed
TX-000790,Completed
TX-000791,Completed
TX-000792,Completed
TX-000793,Completed
TX-000794,Completed
TX-000795,Completed
TX-000796,Completed
TX-000797,Completed
TX-000798,Completed
TX-000799,Completed
TX-000800,Completed
TX-000801,Completed
TX-000802,Completed
TX-000803,Completed
TX-000804,Pending
TX-000805,Return
TX-000806,Pending
TX-000807,Pending
TX-000808,Pending
TX-000809,Completed
TX-000810,Pending
TX-000811,Completed
TX-000812,Completed
TX-000813,Pending
TX-000814,Pending
TX-000815,Pending
TX-000816,Pending
TX-000817,Completed
TX-000818,Pending
TX-000819,Completed
TX-000820,Completed
TX-000821,Completed
TX-000822,Completed
TX-000823,Completed
TX-000824,Completed
TX-000825,Completed
TX-000826,Completed
TX-000827,Completed
TX-000828,Return
TX-000829,Completed
TX-000830,Completed
TX-000831,Completed
TX-000832,Completed
TX-000833,Completed
TX-000834,Completed
TX-000835,Canceled
TX-000836,Completed
TX-000837,Completed
TX-000838,Completed
TX-000839,Completed
TX-000840,Completed
TX-000841,Completed
TX-000842,Completed
TX-000843,Canceled
TX-000844,Canceled
TX-000845,Canceled
TX-000846,Pending
TX-000847,Completed
TX-000848,Canceled
TX-000849,Completed
TX-000850,Completed
TX-000851,Completed
TX-000852,Completed
TX-000853,Completed
TX-000854,Completed
TX-000855,Completed
TX-000856,Completed
TX-000857,Pending
TX-000858,Completed
TX-000859,Pending
TX-000860,Completed
TX-000861,Pending
TX-000862,Completed
TX-000863,Canceled
TX-000864,Pending
TX-000865,Pending
TX-000866,Completed
TX-000867,Completed
TX-000868,Pending
TX-000869,Completed
TX-000870,Completed
TX-000871,Pending
TX-000872,Completed
TX-000873,Completed
TX-000874,Completed
TX-000875,Completed
TX-000876,Completed
TX-000877,Pending
TX-000878,Pending
TX-000879,Completed
TX-000880,Completed
TX-000881,Completed
TX-000882,Completed
TX-000883,Completed
TX-000884,Pending
TX-000885,Completed
TX-000886,Completed
TX-000887,Completed
TX-000888,Completed
TX-000889,Completed
TX-000890,Completed
TX-000891,Completed
TX-000892,Completed
TX-000893,Pending
TX-000894,Completed
TX-000895,Completed
TX-000896,Completed
TX-000897,Completed
TX-000898,Canceled
TX-000899,Completed
TX-000900,Canceled
TX-000901,Pending
TX-000902,Completed
TX-000903,Pending
TX-000904,Completed
TX-000905,Completed
TX-000906,Canceled
TX-000907,Completed
TX-000908,Completed
TX-000909,Canceled
TX-000910,Completed
TX-000911,Completed
TX-000912,Completed
TX-000913,Completed
TX-000914,Completed
TX-000915,Pending
TX-000916,Completed
TX-000917,Pending
TX-000918,Completed
TX-000919,Completed
TX-000920,Completed
TX-000921,Pending
TX-000922,Completed
TX-000923,Pending
TX-000924,Return
TX-000925,Completed
TX-000926,Return
TX-000927,Completed
TX-000928,Completed
TX-000929,Completed
TX-000930,Completed
TX-000931,Completed
TX-000932,Completed
TX-000933,Completed
TX-000934,Completed
TX-000935,Completed
TX-000936,Completed
TX-000937,Pending
TX-000938,Completed
TX-000939,Completed
TX-000940,Completed
TX-000941,Completed
TX-000942,Completed
TX-000943,Completed
TX-000944,Completed
TX-000945,Completed
TX-000946,Completed
TX-000947,Pending
TX-000948,Completed
TX-000949,Completed
TX-000950,Completed
TX-000951,Completed
TX-000952,Completed
TX-000953,Completed
TX-000954,Pending
TX-000955,Completed
TX-000956,Completed
TX-000957,Completed
TX-000958,Completed
TX-000959,Completed
TX-000960,Completed
TX-000961,Return
TX-000962,Completed
TX-000963,Completed
TX-000964,Completed
TX-000965,Pending
TX-000966,Completed
TX-000967,Completed
TX-000968,Completed
TX-000969,Completed
TX-000970,Completed
TX-000971,Completed
TX-000972,Completed
TX-000973,Pending
TX-000974,Completed
TX-000975,Completed
TX-000976,Completed
TX-000977,Canceled
TX-000978,Completed
TX-000979,Completed
TX-000980,Pending
TX-000981,Completed
TX-000982,Completed
TX-000983,Completed
TX-000984,Completed
TX-000985,Completed
TX-000986,Completed
TX-000987,Completed
TX-000988,Completed
TX-000989,Pending
TX-000990,Canceled
TX-000991,Completed
TX-000992,Completed
TX-000993,Pending
TX-000994,Completed
TX-000995,Completed
TX-000996,Completed
TX-000997,Completed
TX-000998,Pending
TX-000999,Completed
TX-001000,Completed
TX-001001,Pending
TX-001002,Pending
TX-001003,Completed
TX-001004,Completed
TX-001005,Return
TX-001006,Completed
TX-001007,Completed
TX-001008,Completed
TX-001009,Return
TX-001010,Pending
TX-001011,Pending
TX-001012,Completed
TX-001013,Completed
TX-001014,Completed
TX-001015,Return
TX-001016,Pending
TX-001017,Completed
TX-001018,Completed
TX-001019,Pending
TX-001020,Completed
TX-001021,Completed
TX-001022,Completed
TX-001023,Completed
TX-001024,Completed
TX-001025,Completed
TX-001026,Completed
TX-001027,Completed
TX-001028,Canceled
TX-001029,Completed
TX-001030,Completed
TX-001031,Completed
TX-001032,Completed
TX-001033,Completed
TX-001034,Completed
TX-001035,Canceled
TX-001036,Completed
TX-001037,Completed
TX-001038,Completed
TX-001039,Completed
TX-001040,Completed
TX-001041,Completed
TX-001042,Completed
TX-001043,Completed
TX-001044,Completed
TX-001045,Completed
TX-001046,Pending
TX-001047,Completed
TX-001048,Completed
TX-001049,Completed
TX-001050,Completed
TX-001051,Pending
TX-001052,Completed
TX-001053,Completed
TX-001054,Completed
TX-001055,Completed
TX-001056,Completed
TX-001057,Completed
TX-001058,Completed
TX-001059,Completed
TX-001060,Completed
TX-001061,Completed
TX-001062,Completed
TX-001063,Pending
TX-001064,Canceled
TX-001065,Completed
TX-001066,Completed
TX-001067,Completed
TX-001068,Completed
TX-001069,Completed
TX-001070,Completed
TX-001071,Pending
TX-001072,Completed
TX-001073,Canceled
TX-001074,Completed
TX-001075,Completed
TX-001076,Canceled
TX-001077,Completed
TX-001078,Completed
TX-001079,Completed
TX-001080,Completed
TX-001081,Completed
TX-001082,Completed
TX-001083,Completed
TX-001084,Completed
TX-001085,Pending
TX-001086,Completed
TX-001087,Completed
TX-001088,Pending
TX-001089,Pending
TX-001090,Pending
TX-001091,Completed
TX-001092,Completed
TX-001093,Completed
TX-001094,Pending
TX-001095,Completed
TX-001096,Completed
TX-001097,Completed
TX-001098,Completed
TX-001099,Canceled
TX-001100,Completed
TX-001101,Completed
TX-001102,Completed
TX-001103,Canceled
TX-001104,Canceled
TX-001105,Completed
TX-001106,Pending
TX-001107,Completed
TX-001108,Completed
TX-001109,Completed
TX-001110,Completed
TX-001111,Completed
TX-001112,Completed
TX-001113,Pending
TX-001114,Completed
TX-001115,Completed
TX-001116,Completed
TX-001117,Completed
TX-001118,Completed
TX-001119,Completed
TX-001120,Completed
TX-001121,Pending
TX-001122,Completed
TX-001123,Completed
TX-001124,Completed
TX-001125,Completed
TX-001126,Completed
TX-001127,Completed
TX-001128,Completed
TX-001129,Completed
TX-001130,Completed
TX-001131,Completed
TX-001132,Completed
TX-001133,Completed
TX-001134,Canceled
TX-001135,Completed
TX-001136,Completed
TX-001137,Pending
TX-001138,Pending
TX-001139,Completed
TX-001140,Pending
TX-001141,Completed
TX-001142,Completed
TX-001143,Pending
TX-001144,Completed
TX-001145,Pending
TX-001146,Pending
TX-001147,Completed
TX-001148,Pending
TX-001149,Completed
TX-001150,Pending
TX-001151,Pending
TX-001152,Pending
TX-001153,Pending
TX-001154,Completed
TX-001155,Completed
TX-001156,Completed
TX-001157,Canceled
TX-001158,Canceled
TX-001159,Completed
TX-001160,Canceled
TX-001161,Completed
TX-001162,Completed
TX-001163,Completed
TX-001164,Completed
TX-001165,Completed
TX-001166,Completed
TX-001167,Completed
TX-001168,Completed
TX-001169,Completed
TX-001170,Completed
TX-001171,Pending
TX-001172,Completed
TX-001173,Completed
TX-001174,Pending
TX-001175,Completed
TX-001176,Completed
TX-001177,Completed
TX-001178,Completed
TX-001179,Completed
TX-001180,Pending
TX-001181,Completed
TX-001182,Completed
TX-001183,Completed
TX-001184,Completed
TX-001185,Completed
TX-001186,Completed
TX-001187,Completed
TX-001188,Canceled
TX-001189,Completed
TX-001190,Completed
TX-001191,Pending
TX-001192,Completed
TX-001193,Completed
TX-001194,Pending
TX-001195,Pending
TX-001196,Completed
TX-001197,Pending
TX-001198,Completed
TX-001199,Pending
TX-001200,Completed
TX-001201,Completed
TX-001202,Completed
TX-001203,Completed
TX-001204,Pending
TX-001205,Pending
TX-001206,Canceled
TX-001207,Pending
TX-001208,Canceled
TX-001209,Completed
TX-001210,Completed
TX-001211,Completed
TX-001212,Pending
TX-001213,Completed
TX-001214,Completed
TX-001215,Completed
TX-001216,Completed
TX-001217,Completed
TX-001218,Pending
TX-001219,Completed
TX-001220,Completed
TX-001221,Completed
TX-001222,Completed
TX-001223,Completed
TX-001224,Completed
TX-001225,Completed
TX-001226,Canceled
TX-001227,Completed
TX-001228,Completed
TX-001229,Pending
TX-001230,Completed
TX-001231,Completed
TX-001232,Completed
TX-001233,Return
TX-001234,Completed
TX-001235,Completed
TX-001236,Completed
TX-001237,Completed
TX-001238,Canceled
TX-001239,Pending
TX-001240,Pending
TX-001241,Completed
TX-001242,Completed
TX-001243,Completed
TX-001244,Completed
TX-001245,Completed
TX-001246,Completed
TX-001247,Completed
TX-001248,Completed
TX-001249,Completed
TX-001250,Completed
TX-001251,Completed
TX-001252,Canceled
TX-001253,Return
TX-001254,Pending
TX-001255,Completed
TX-001256,Pending
TX-001257,Completed
TX-001258,Completed
TX-001259,Completed
TX-001260,Completed
TX-001261,Completed
TX-001262,Completed
TX-001263,Completed
TX-001264,Completed
TX-001265,Completed
TX-001266,Completed
TX-001267,Completed
TX-001268,Completed
TX-001269,Completed
TX-001270,Completed
TX-001271,Canceled
TX-001272,Completed
TX-001273,Completed
TX-001274,Completed
TX-001275,Completed
TX-001276,Completed
TX-001277,Pending
TX-001278,Completed
TX-001279,Completed
TX-001280,Completed
TX-001281,Completed
TX-001282,Canceled
TX-001283,Completed
TX-001284,Completed
TX-001285,Canceled
TX-001286,Canceled
TX-001287,Completed
TX-001288,Completed
TX-001289,Completed
TX-001290,Completed
TX-001291,Completed
TX-001292,Completed
TX-001293,Completed
TX-001294,Pending
TX-001295,Pending
TX-001296,Pending
TX-001297,Pending
TX-001298,Completed
TX-001299,Completed
TX-001300,Completed
TX-001301,Completed
TX-001302,Pending
TX-001303,Return
TX-001304,Pending
TX-001305,Completed
TX-001306,Pending
TX-001307,Completed
TX-001308,Completed
TX-001309,Pending
TX-001310,Completed
TX-001311,Completed
TX-001312,Completed
TX-001313,Completed
TX-001314,Completed
TX-001315,Completed
TX-001316,Completed
TX-001317,Completed
TX-001318,Completed
TX-001319,Completed
TX-001320,Completed
TX-001321,Completed
TX-001322,Canceled
TX-001323,Completed
TX-001324,Completed
TX-001325,Completed
TX-001326,Completed
TX-001327,Completed
TX-001328,Completed
TX-001329,Completed
TX-001330,Return
TX-001331,Completed
TX-001332,Canceled
TX-001333,Canceled
TX-001334,Completed
TX-001335,Completed
TX-001336,Completed
TX-001337,Completed
TX-001338,Completed
TX-001339,Completed
TX-001340,Completed
TX-001341,Completed
TX-001342,Completed
TX-001343,Completed
TX-001344,Completed
TX-001345,Completed
TX-001346,Completed
TX-001347,Canceled
TX-001348,Canceled
TX-001349,Completed
TX-001350,Completed
TX-001351,Completed
TX-001352,Completed
TX-001353,Completed
TX-001354,Completed
TX-001355,Completed
TX-001356,Completed
TX-001357,Completed
TX-001358,Completed
TX-001359,Completed
TX-001360,Completed
TX-001361,Completed
TX-001362,Completed
TX-001363,Pending
TX-001364,Pending
TX-001365,Pending
TX-001366,Canceled
TX-001367,Completed
TX-001368,Completed
TX-001369,Completed
TX-001370,Return
TX-001371,Completed
TX-001372,Canceled
TX-001373,Completed
TX-001374,Completed
TX-001375,Completed
TX-001376,Completed
TX-001377,Completed
TX-001378,Completed
TX-001379,Completed
TX-001380,Completed
TX-001381,Completed
TX-001382,Return
TX-001383,Completed
TX-001384,Return
TX-001385,Pending
TX-001386,Completed
TX-001387,Completed
TX-001388,Completed
TX-001389,Completed
TX-001390,Completed
TX-001391,Pending
